Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Boreal	100	1	1	49		41				1	137	cold-len		50	50	cold-min		12	20	cold-max		22	40	1	lblu	mcha												0	0	0
Hibernal	100	1		69		61				1	137	cold-len		50	50	cold-min		22	30	cold-max		42	60	1	lblu	mcha												0	0	0
Snowflake	100	1	1	27		20				2	137	cold-len		50	50	cold-min		2	4	cold-max		4	8			scha												0	0	0
Shivering	100	1	1	42		34				1	137	cold-len		50	50	cold-min		6	8	cold-max		10	16			scha												0	0	0
Boreal	100	1	1	66		58				1	137	cold-len		50	50	cold-min		10	14	cold-max		18	28	1	lblu	scha												0	0	0
Hibernal	100	1		91		83				1	137	cold-len		50	50	cold-min		16	20	cold-max		30	40	1	lblu	scha												0	0	0
Ember	100	1	1	5		3				2	138	fire-min		2	2	fire-max		4	6							lcha	marb											0	0	0
Smoldering	100	1	1	15		11				1	138	fire-min		4	6	fire-max		8	14							lcha	marb											0	0	0
Smoking	100	1	1	28		21				1	138	fire-min		8	14	fire-max		16	38					1	lred	lcha	marb											0	0	0
Flaming	100	1		43		35				1	138	fire-min		16	36	fire-max		40	72					1	lred	lcha	marb											0	0	0
Ember	100	1	1	13		9				2	138	fire-min		2	2	fire-max		4	6							mcha												0	0	0
Smoldering	100	1	1	27		20				1	138	fire-min		4	6	fire-max		8	24							mcha												0	0	0
Smoking	100	1	1	47		39				1	138	fire-min		8	18	fire-max		26	54					1	lred	mcha												0	0	0
Flaming	100	1		67		59				1	138	fire-min		20	54	fire-max		56	86					1	lred	mcha												0	0	0
Ember	100	1	1	21		15				2	138	fire-min		2	2	fire-max		4	6							scha												0	0	0
Smoldering	100	1	1	40		32				1	138	fire-min		4	6	fire-max		8	20							scha												0	0	0
Smoking	100	1	1	64		56				1	138	fire-min		8	18	fire-max		22	38					1	lred	scha												0	0	0
Flaming	100	1		89		81				1	138	fire-min		20	38	fire-max		40	58					1	lred	scha												0	0	0
Static	100	1	1	7		5				2	139	ltng-min		2	2	ltng-max		8	10							lcha	marb											0	0	0
Glowing	100	1	1	14		10				1	139	ltng-min		2	2	ltng-max		12	34							lcha	marb											0	0	0
Arcing	100	1	1	29		21				1	139	ltng-min		2	2	ltng-max		36	88					1	whit	lcha	marb											0	0	0
Shocking	100	1		44		36				1	139	ltng-min		2	2	ltng-max		90	158					1	whit	lcha	marb											0	0	0
Static	100	1	1	14		10				2	139	ltng-min		2	2	ltng-max		10	18							mcha												0	0	0
Glowing	100	1	1	28		20				1	139	ltng-min		2	2	ltng-max		20	52							mcha												0	0	0
Arcing	100	1	1	48		40				1	139	ltng-min		2	2	ltng-max		54	116					1	whit	mcha												0	0	0
Shocking	100	1		68		60				1	139	ltng-min		2	2	ltng-max		118	180					1	whit	mcha												0	0	0
Static	100	1	1	23		17				2	139	ltng-min		2	2	ltng-max		12	22							scha												0	0	0
Glowing	100	1	1	41		33				1	139	ltng-min		2	2	ltng-max		24	48							scha												0	0	0
Arcing	100	1	1	65		57				1	139	ltng-min		2	2	ltng-max		50	86					1	whit	scha												0	0	0
Shocking	100	1		90		92				1	139	ltng-min		2	2	ltng-max		88	142					1	whit	scha												0	0	0
Septic	100	1	1	1		1				2	140	dmg-pois	75	36	36											lcha	marb											0	0	0
Envenomed	100	1	1	12		9				1	140	dmg-pois	100	78	78											lcha	marb											0	0	0
Toxic	100	1	1	27		20				1	140	dmg-pois	125	206	206									1	dgrn	lcha	marb											0	0	0
Pestilent	100	1		42		34				1	140	dmg-pois	150	342	342									1	dgrn	lcha	marb											0	0	0
Septic	100	1	1	9		6				2	140	dmg-pois	75	70	70											mcha												0	0	0
Envenomed	100	1	1	26		19				1	140	dmg-pois	100	154	154											mcha												0	0	0
Toxic	100	1	1	46		38				1	140	dmg-pois	125	370	370									1	dgrn	mcha												0	0	0
Pestilent	100	1		66		58				1	140	dmg-pois	150	598	598									1	dgrn	mcha												0	0	0
Septic	100	1	1	18		13				2	140	dmg-pois	75	104	104											scha												0	0	0
Envenomed	100	1	1	39		31				1	140	dmg-pois	100	256	256											scha												0	0	0
Toxic	100	1	1	63		55				1	140	dmg-pois	125	410	410									1	dgrn	scha												0	0	0
Pestilent	100	1		88		80				1	140	dmg-pois	150	598	598									1	dgrn	scha												0	0	0
Tireless	1	1	1	1	5	1				4	108	regen-stam		20	20											boot												0	0	0
Lizard's	1	1	1	1	2	1				4	115	mana		2	4											armo	ring	amul	rod	orb			boot	glov				0	0	0
Azure	1	1	1	1	4	1				3	117	res-cold		10	10											armo	ring	amul	orb	circ								0	0	0
Crimson	1	1	1	1	4	1				3	118	res-fire		10	10											armo	ring	amul	orb	circ								0	0	0
Tangerine	1	1	1	1	4	1				3	119	res-ltng		10	10											armo	ring	amul	orb	circ								0	0	0
Beryl	1	1	1	1	4	1				3	120	res-pois		10	10											armo	ring	amul	orb	circ								0	0	0
Godly	100	1	1	50		43				1	101	ac%		202	400									1	dgld	armo												0	0	0
Cruel	100	1	1	56		48				1	105	dmg%		402	600									1	blac	weap							staf	wand	orb			0	0	0
																																						0	0	0
Sturdy	0	1	1	8		6				0	101	ac%		80	120											armo												0	0	0
Strong	0	1	1	18		12				0	101	ac%		124	160											armo												0	0	0
Glorious	0	1	1	38		28				0	101	ac%		164	200											armo												0	0	0
Blessed	0	1	1	50		36				0	101	ac%		204	260											armo												0	0	0
Saintly	0	1	1	62		46				0	101	ac%		264	320									1	dgld	armo												0	0	0
Holy	0	1	1	72		54				0	101	ac%		324	400									1	dgld	armo												0	0	0
Devious	0	1	1	14		10				0	103	red-mag	0	4	4									1	dblu	shld												0	0	0
Fortified	0	1	1	28		20				0	103	red-mag	0	8	8									1	dblu	shld												0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
Jagged	0	1	1	2		2				0	106	dmg%	0	40	80											weap												0	0	0
Deadly	0	1	1	10		6				0	106	dmg%	0	84	120											weap												0	0	0
Vicious	0	1	1	16		12				0	106	dmg%	0	124	160											weap												0	0	0
Brutal	0	1	1	28		20				0	106	dmg%	0	164	200											weap												0	0	0
Massive	0	1	1	40		30				0	106	dmg%	0	204	260									1	dgld	weap												0	0	0
Savage	0	1	1	52		38				0	106	dmg%	0	264	320									1	dgld	weap							staf	wand				0	0	0
Merciless	0	1	1	64		48				0	106	dmg%	0	324	400									1	dgld	weap							staf	wand				0	0	0
Vulpine	0	1	1	18		12				0	107	dmg-to-mana	0	40	40									1	cblu	shld	amul											0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
Tireless	0	1	1	28		20				0	109	regen-stam	0	200	200											boot												0	0	0
Rugged	0	1	1	28		20				0	110	stam	0	20	40											boot	glov	belt	ring	amul								0	0	0
Bronze	0	1	1	2		2				0	111	att	0	40	80											weap	ring	glov	amul									0	0	0
Iron	0	1	1	8		6				0	111	att	0	84	160											weap	ring											0	0	0
Steel	0	1	1	16		12				0	111	att	0	164	240											weap	ring											0	0	0
Silver	0	1	1	24		18				0	111	att	0	244	320											weap	ring											0	0	0
																																						0	0	0
Gold	0	1	1	34		24				0	111	att	0	324	400									1	lgld	weap												0	0	0
Platinum	0	1	1	44		32				0	111	att	0	404	480									1	lgld	weap	ring											0	0	0
Meteoric	0	1	1	54		40				0	111	att	0	484	600									1	lgld	weap	ring						staf	wand				0	0	0
Sharp	0	1	1	10		6				0	112	att	0	40	80	dmg%	0	40	80							weap												0	0	0
Fine	0	1	1	18		12				0	112	att	0	84	160	dmg%	0	84	120							weap												0	0	0
Warrior's	0	1	1	30		22				0	112	att	0	164	240	dmg%	0	124	160							weap												0	0	0
Soldier's	0	1	1	42		30				0	112	att	0	244	320	dmg%	0	164	200							weap												0	0	0
Knight's	0	1	1	50		36				0	112	att	0	324	400	dmg%	0	204	260					1	dgld	weap												0	0	0
Lord's	0	1	1	60		44				0	112	att	0	404	480	dmg%	0	264	320					1	dgld	weap							staf	wand				0	0	0
King's	0	1	1	70		52				0	112	att	0	484	600	dmg%	0	324	400					1	dgld	weap							staf	wand				0	0	0
Howling	0	1	1	32		24				0	113	howl	0	512	512									1	oran	weap							miss					0	0	0
Fortuitous	0	1	1	10		6				0	114	mag%	0	40	60											ring	amul											0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
Glimmering	0	1	1	2		2				0	116	light	0	4	4											armo	wand	staf	ring	amul								0	0	0
Glowing	0	1	1	12		8				0	116	light	0	8	8									1	lyel	armo	wand	staf	ring	amul								0	0	0
																																						0	0	0
																																						0	0	0
Lizard's	0	1	1	6		4				0	118	mana	0	4	20											armo	ring	amul	rod				boot	glov				0	0	0
																																						0	0	0
Snake's	0	1	1	12		8				0	118	mana	0	20	40											shld	rod	belt	ring	amul								0	0	0
Serpent's	0	1	1	28		20				0	118	mana	0	44	80											shld	rod	belt	ring	amul								0	0	0
Serpent's	0	1	1	74		54				0	118	mana	0	44	80											tors	helm	boot	glov	mele			h2h	rod				0	0	0
Drake's	0	1	1	40		30				0	118	mana	0	84	120									1	cblu	rod	ring	amul	belt									0	0	0
Dragon's	0	1	1	48		36				0	118	mana	0	124	160									1	cblu	rod	ring	amul										0	0	0
Dragon's	0	1	1	104		78				0	118	mana	0	124	160									1	cblu	tors	helm	boot	glov									0	0	0
Wyrm's	0	1	1	60		44				0	118	mana	0	164	240									1	cblu	rod	ring	amul										0	0	0
																																						0	0	0
																																						0	0	0
Prismatic	0	1	1	54		40				0	120	res-all	0	60	100									1	lpur	amul												0	0	0
Prismatic	0	1	1	124		92				0	120	res-all	0	60	60									1	lpur	ring												0	0	0
Azure	0	1	1	10		6				0	121	res-cold	0	20	40											armo	rod	miss	ring	amul								0	0	0
Lapis	0	1	1	24		18				0	121	res-cold	0	44	80											armo	ring	amul	rod									0	0	0
Lapis	0	1	1	70		52				0	121	res-cold	0	44	80											weap	glov						rod					0	0	0
Cobalt	0	1	1	36		26				0	121	res-cold	0	84	120											armo	ring	amul	rod				glov					0	0	0
Cobalt	0	1	1	110		82				0	121	res-cold	0	84	120											weap	glov						rod					0	0	0
																																						0	0	0
Sapphire	0	1	1	50		36				0	121	res-cold	0	124	200									1	lblu	rod	boot	ring	amul	miss			scep					0	0	0
																																						0	0	0
																																						0	0	0
Crimson	0	1	1	10		6				0	122	res-fire	0	20	40											armo	rod	miss	ring	amul	amul							0	0	0
Burgundy	0	1	1	24		18				0	122	res-fire	0	44	80											armo	rod	ring	amul	amul								0	0	0
Burgundy	0	1	1	70		52				0	122	res-fire	0	44	80											weap							rod					0	0	0
Garnet	0	1	1	36		26				0	122	res-fire	0	84	120											armo	rod	ring	amul				glov					0	0	0
Garnet	0	1	1	110		82				0	122	res-fire	0	84	120											weap	glov						rod					0	0	0
																																						0	0	0
Ruby	0	1	1	50		36				0	122	res-fire	0	124	200									1	lred	wand	staf	boot	ring	amul								0	0	0
																																						0	0	0
																																						0	0	0
Ocher	0	1	1	10		6				0	123	res-ltng	0	20	40											armo	rod	ring	amul	miss								0	0	0
Tangerine	0	1	1	24		18				0	123	res-ltng	0	44	80											armo	ring	amul	rod									0	0	0
Tangerine	0	1	1	70		52				0	123	res-ltng	0	44	80											weap							rod					0	0	0
Coral	0	1	1	36		26				0	123	res-ltng	0	84	120											armo	ring	amul	rod				glov					0	0	0
Coral	0	1	1	110		82				0	123	res-ltng	0	84	120											weap	glov						rod					0	0	0
																																						0	0	0
Amber	0	1	1	50		36				0	123	res-ltng	0	124	200									1	lyel	armo	ring	amul	staf	wand			shld	glov				0	0	0
																																						0	0	0
																																						0	0	0
Beryl	0	1	1	10		6				0	124	res-pois	0	20	40											armo	ring	amul	scep	staf	miss							0	0	0
Jade	0	1	1	24		18				0	124	res-pois	0	44	80											armo	ring	amul	scep	staf								0	0	0
Jade	0	1	1	70		52				0	124	res-pois	0	44	80											weap	ring						staf	scep				0	0	0
Viridian	0	1	1	36		26				0	124	res-pois	0	84	120											tors	helm	shld	scep	staf	ring	amul						0	0	0
Viridian	0	1	1	110		82				0	124	res-pois	0	84	120											weap	boot	glov	belt				staf	scep				0	0	0
																																						0	0	0
Emerald	0	1	1	50		36				0	124	res-pois	0	124	200									1	lgrn	scep	ring	amul										0	0	0
																																						0	0	0
Fletcher's	0	1	1	60		44				0	125	ama	0	4	4											miss	amul											0	0	0
Archer's	0	1	1	80		60				0	125	ama	0	8	8									1	cgrn	miss												0	0	0
Archer's	0	1	1	180		134				0	125	ama	0	8	8									1	cgrn	amul												0	0	0
Monk's	0	1	1	60		44				0	126	pal	0	4	4											scep	amul											0	0	0
Priest's	0	1	1	80		60				0	126	pal	0	8	8									1	cgrn	scep												0	0	0
Priest's	0	1	1	180		134				0	126	pal	0	8	8									1	cgrn	amul												0	0	0
Summoner's	0	1	1	60		44				0	127	nec	0	4	4											wand	amul											0	0	0
Necromancer's	0	1	1	80		60				0	127	nec	0	8	8									1	cgrn	wand												0	0	0
Necromancer's	0	1	1	180		134				0	127	nec	0	8	8									1	cgrn	amul												0	0	0
Angel's	0	1	1	60		44				0	128	sor	0	4	4											staf	amul											0	0	0
Arch-Angel's	0	1	1	80		60				0	128	sor	0	8	8									1	cgrn	staf												0	0	0
Arch-Angel's	0	1	1	180		134				0	128	sor	0	8	8									1	cgrn	amul												0	0	0
Slayer's	0	1	1	60		44				0	129	bar	0	4	4											mele	amul						rod	h2h				0	0	0
Berserker's	0	1	1	80		60				0	129	bar	0	8	8									1	cgrn	mele							rod	h2h				0	0	0
Berserker's	0	1	1	180		134				0	129	bar	0	8	8									1	cgrn	amul												0	0	0
																																						0	0	0
																																						0	0	0
Triumphant	0	1	1	6		4				0	132	mana-kill	0	4	4											mele	ring											0	0	0
Expansion																																						0	0	0
Stout	100	1	1	2		2				4	101	ac		12	20											lcha	marb											0	0	0
Stout	100	1	1	14		10				4	101	ac		24	36											lcha	marb											0	0	0
Stout	100	1	1	24		18				4	101	ac		40	48											lcha	marb											0	0	0
Burly	100	1	1	34		24				4	101	ac		52	60											lcha	marb											0	0	0
Burly	100	1	1	44		32				4	101	ac		64	88											lcha	marb											0	0	0
Burly	100	1	1	54		40				4	101	ac		92	120											lcha	marb											0	0	0
Stalwart	100	1		64		48				4	101	ac		132	160											lcha	marb											0	0	0
Stalwart	100	1		74		58				4	101	ac		176	200											lcha	marb											0	0	0
Stalwart	100	1		84		68				4	101	ac		240	400											lcha	marb											0	0	0
Stout	100	1	1	2		2				4	101	ac		8	12											mcha												0	0	0
Stout	100	1	1	28		20				4	101	ac		16	24											mcha												0	0	0
Stout	100	1	1	40		30				4	101	ac		32	48											mcha												0	0	0
Burly	100	1	1	52		38				4	101	ac		52	72											mcha												0	0	0
Burly	100	1	1	64		48				4	101	ac		80	120											mcha												0	0	0
Stalwart	100	1		76		60				4	101	ac		120	160											mcha												0	0	0
Stalwart	100	1		90		74				4	101	ac		180	240											mcha												0	0	0
Stout	100	1	1	2		2				4	101	ac		4	4											scha												0	0	0
Stout	100	1	1	42		30				4	101	ac		16	32											scha												0	0	0
Burly	100	1	1	72		56				4	101	ac		60	80											scha												0	0	0
Stalwart	100	1		96		80				4	101	ac		80	120											scha												0	0	0
Blanched	100	1	1	2		2				4	101	ac		20	32									1	whit	jewl												0	0	0
Eburin	100	1	1	32		24				4	101	ac		36	80									1	whit	jewl												0	0	0
Bone	100	1	1	64		48				4	101	ac		84	160									1	whit	jewl												0	0	0
Ivory	100	1		128		112				4	101	ac		164	256									1	whit	jewl												0	0	0
Sturdy	1	1	1	2		2				9	101	ac%		40	80											armo												0	0	0
Sturdy	1	1	1	8		6				9	101	ac%		84	120											armo												0	0	0
Strong	1	1	1	18		12				8	101	ac%		124	160											armo												0	0	0
Glorious	1	1	1	38		28				8	101	ac%		164	200											armo												0	0	0
Blessed	1	1	1	50		36				7	101	ac%		204	260											armo												0	0	0
Saintly	1	1	1	62		46				7	101	ac%		264	320									1	dgld	armo												0	0	0
Holy	1	1	1	72		54				6	101	ac%		324	400									1	dgld	armo												0	0	0
Godly	100	1		90		76				3	101	ac%		404	800									1	dgld	armo												0	0	0
Devious	1	0	1	14		10				5	102	red-mag		4	4											shld	circ	orb	wand	staf								0	0	0
Blank	1	0	1	28		20				4	102	red-mag		8	8											shld	circ	orb	wand	staf								0	0	0
Null	100	0	1	42		32				4	102	red-mag		12	20									1	dblu	shld	circ											0	0	0
Antimagic	100	0		56		42				4	102	red-mag		24	40									1	dblu	shld	circ											0	0	0
Red	100	0	1	8		6				4	103	dmg-min		4	8									1	dred	lcha	marb											0	0	0
Red	100	0	1	32		24				4	103	dmg-min		12	12									1	dred	lcha	marb											0	0	0
Sanguinary	100	0	1	56		42				4	103	dmg-min		16	16									1	dred	lcha	marb											0	0	0
Sanguinary	100	0	1	80		64				4	103	dmg-min		20	24									1	dred	lcha	marb											0	0	0
Bloody	100	0		104		92				4	103	dmg-min		28	32									1	dred	lcha	marb											0	0	0
Red	100	0	1	22		16				4	103	dmg-min		4	8									1	dred	mcha												0	0	0
Sanguinary	100	0	1	66		50				4	103	dmg-min		12	12									1	dred	mcha												0	0	0
Bloody	100	0		110		94				4	103	dmg-min		16	16									1	dred	mcha												0	0	0
Red	100	0	1	48		32				4	103	dmg-min		4	4									1	dred	scha												0	0	0
Sanguinary	100	0	1	82		66				4	103	dmg-min		8	8									1	dred	scha												0	0	0
Bloody	100	0		116		100				4	103	dmg-min		12	12									1	dred	scha												0	0	0
Scarlet	100	1	1	16		12				4	103	dmg-min		4	16									1	dred	jewl												0	0	0
Crimson	100	1	1	76		60				4	103	dmg-min		20	32									1	dred	jewl												0	0	0
Jagged	100	0	1	6		4				4	104	dmg-max		4	8									1	blac	lcha	marb											0	0	0
Jagged	100	0	1	20		14				4	104	dmg-max		12	16									1	blac	lcha	marb											0	0	0
Jagged	100	0	1	34		24				4	104	dmg-max		20	24									1	blac	lcha	marb											0	0	0
Forked	100	0	1	50		36				4	104	dmg-max		28	32									1	blac	lcha	marb											0	0	0
Forked	100	0	1	64		48				4	104	dmg-max		36	40									1	blac	lcha	marb											0	0	0
Serrated	100	0		78		62				4	104	dmg-max		44	48									1	blac	lcha	marb											0	0	0
Serrated	100	0		94		78				4	104	dmg-max		52	56									1	blac	lcha	marb											0	0	0
Jagged	100	0	1	20		14				4	104	dmg-max		4	4									1	blac	mcha												0	0	0
Jagged	100	0	1	40		30				4	104	dmg-max		8	8									1	blac	mcha												0	0	0
Forked	100	0	1	60		44				4	104	dmg-max		12	12									1	blac	mcha												0	0	0
Forked	100	0	1	80		64				4	104	dmg-max		16	20									1	blac	mcha												0	0	0
Serrated	100	0		100		84				4	104	dmg-max		24	28									1	blac	mcha												0	0	0
Jagged	100	0	1	46		34				4	104	dmg-max		4	4									1	blac	scha												0	0	0
Forked	100	0	1	76		60				4	104	dmg-max		8	8									1	blac	scha												0	0	0
Serrated	100	0		106		90				4	104	dmg-max		12	12									1	blac	scha												0	0	0
Carbuncle	100	1	1	24		18				4	104	dmg-max		4	20									1	dred	jewl												0	0	0
Carmine	100	1	1	70		54				4	104	dmg-max		24	36									1	dred	jewl												0	0	0
Vermillion	100	1		116		100				4	104	dmg-max		44	60									1	dred	jewl												0	0	0
Jagged	1	1	1	2		2				9	105	dmg%		40	80											weap	circ						staf	wand	orb			0	0	0
Deadly	1	1	1	10		6				9	105	dmg%		84	120											weap	circ						staf	wand	orb			0	0	0
Vicious	1	1	1	16		12				8	105	dmg%		124	160											weap							staf	wand	orb			0	0	0
Brutal	1	1	1	28		20				8	105	dmg%		164	200											weap							staf	wand	orb			0	0	0
Massive	1	1	1	40		30				7	105	dmg%		204	260									1	dgld	weap							staf	wand	orb			0	0	0
Savage	1	1	1	52		38				7	105	dmg%		264	320									1	dgld	weap							staf	wand	orb			0	0	0
Merciless	1	1	1	64		48				6	105	dmg%		324	400									1	dgld	weap							staf	wand	orb			0	0	0
Ferocious	100	1	1	82		66				6	105	dmg%		404	800									1	blac	weap							staf	wand	orb			0	0	0
Cruel	100	1		102		86				5	105	dmg%		804	1200									1	blac	weap							staf	wand	orb			0	0	0
Cinnabar	100	1	1	2		2				4	105	dmg%		20	40									1	dred	jewl												0	0	0
Rusty	100	1	1	26		18				4	105	dmg%		44	80									1	dred	jewl												0	0	0
Realgar	100	1	1	90		74				4	105	dmg%		84	120									1	dred	jewl												0	0	0
Ruby	100	1		132		116				4	105	dmg%		124	160									1	dred	jewl												0	0	0
Vulpine	1	1	1	18		12				3	107	dmg-to-mana		28	48									1	cblu	shld	amul	orb	staf									0	0	0
Dun	100	1	1	14		10				3	107	dmg-to-mana		28	48											jewl												0	0	0
Tireless	1	1	1	12		8				4	108	regen-stam		100	100											boot												0	0	0
Tireless	100	1	1	28		20				4	108	regen-stam		200	200											boot												0	0	0
Brown	100	1	1	78		62				4	108	regen-stam		40	60											jewl												0	0	0
Rugged	100	1	1	2		2				4	109	stam		48	96											lcha	marb											0	0	0
Rugged	100	1	1	14		10				4	109	stam		100	144											lcha	marb											0	0	0
Rugged	100	1	1	42		30				4	109	stam		148	200											lcha	marb											0	0	0
Rugged	100	1	1	2						4	109	stam		32	64											mcha												0	0	0
Rugged	100	1	1	14		10				4	109	stam		68	100											mcha												0	0	0
Rugged	100	1	1	42		30				4	109	stam		104	128											mcha												0	0	0
Rugged	100	1	1	2						4	109	stam		16	32											scha												0	0	0
Rugged	100	1	1	42		30				4	109	stam		36	64											scha												0	0	0
Rugged	1	1	1	2		2				4	109	stam		20	40											boot	glov	belt	ring	amul	circ							0	0	0
Rugged	1	1	1	16		12				4	109	stam		44	80											boot	belt											0	0	0
Rugged	1	1	1	16		12				4	109	stam		44	80											ring	amul	circ										0	0	0
Vigorous	100	1	1	32		24				4	109	stam		84	120											boot	belt											0	0	0
Chestnut	100	1	1	2		2				4	109	stam		40	60											jewl												0	0	0
Maroon	100	1	1	34		24				4	109	stam		64	100											jewl												0	0	0
Bronze	100	1	1	2		2				4	110	att		24	48											lcha	marb											0	0	0
Bronze	100	1	1	14		10				4	110	att		52	108											lcha	marb											0	0	0
Bronze	100	1	1	26		18				4	110	att		112	168											lcha	marb											0	0	0
Iron	100	1	1	38		28				4	110	att		172	228											lcha	marb											0	0	0
Iron	100	1	1	50		36				4	110	att		232	288											lcha	marb											0	0	0
Iron	100	1	1	62		46				4	110	att		292	348											lcha	marb											0	0	0
Steel	100	1		74		58				4	110	att		352	408											lcha	marb											0	0	0
Steel	100	1		86		70				4	110	att		412	468											lcha	marb											0	0	0
Steel	100	1		98		82				4	110	att		472	528											lcha	marb											0	0	0
Bronze	100	1	1	2		2				4	110	att		16	32											mcha												0	0	0
Bronze	100	1	1	14		10				4	110	att		24	48											mcha												0	0	0
Bronze	100	1	1	32		24				4	110	att		52	100											mcha												0	0	0
Iron	100	1	1	50		36				4	110	att		104	152											mcha												0	0	0
Iron	100	1	1	68		52				4	110	att		156	204											mcha												0	0	0
Steel	100	1		86		72				4	110	att		208	256											mcha												0	0	0
Steel	100	1		104		88				4	110	att		260	308											mcha												0	0	0
Bronze	100	1	1	2		2				4	110	att		8	16											scha												0	0	0
Bronze	100	1	1	42		30				4	110	att		24	48											scha												0	0	0
Iron	100	1	1	78		62				4	110	att		52	96											scha												0	0	0
Steel	100	1		114		98				4	110	att		100	144											scha												0	0	0
Bronze	1	1	1	2		2				8	110	att		40	80											weap	ring	glov	amul	circ			staf	wand	orb			0	0	0
Iron	1	1	1	8		6				8	110	att		84	160											weap	ring	circ					staf	wand	orb			0	0	0
Steel	1	1	1	16		12				7	110	att		164	240											weap	ring	circ					staf	wand	orb			0	0	0
Silver	1	1	1	24		18				7	110	att		244	320											weap	ring	circ					staf	wand	orb			0	0	0
Gold	1	1	1	34		24				6	110	att		324	400									1	lgld	weap	ring	circ					staf	wand	orb			0	0	0
Platinum	1	1	1	44		32				6	110	att		404	480									1	lgld	weap	ring	circ					staf	wand	orb			0	0	0
Meteoric	1	1	1	54		40				5	110	att		484	600									1	lgld	weap							staf	wand	orb			0	0	0
Strange	100	1	1	64		48				5	110	att		604	1200									1	lgld	weap							staf	wand	orb			0	0	0
Weird	100	1		74		54				4	110	att		1204	1800									1	lgld	weap							staf	wand	orb			0	0	0
Nickel	100	1	1	2		2				4	110	att		40	80											jewl												0	0	0
Tin	100	1	1	16		12				4	110	att		84	160											jewl												0	0	0
Silver	100	1	1	50		36				4	110	att		164	240											jewl												0	0	0
Argent	100	1		88		72				4	110	att		244	400											jewl												0	0	0
Fine	100	1	1	30		22				4	111	att		40	80	dmg-max		4	12							lcha	marb											0	0	0
Fine	100	1	1	44		32				4	111	att		84	192	dmg-max		16	24							lcha	marb											0	0	0
Sharp	100	1	1	58		42				4	111	att		196	304	dmg-max		28	40							lcha	marb											0	0	0
Fine	100	1	1	38		28				4	111	att		40	80	dmg-max		4	12							mcha												0	0	0
Sharp	100	1	1	56		42				4	111	att		84	192	dmg-max		16	24							mcha												0	0	0
Fine	100	1		56		42				4	111	att		40	80	dmg-max		4	12							scha												0	0	0
Sharp	1	1	1	10		6				9	111	att		40	80	dmg%		40	80							weap							staf	wand	orb			0	0	0
Fine	1	1	1	24		18				9	111	att		84	160	dmg%		84	120							weap							staf	wand	orb			0	0	0
Warrior's	1	1	1	38		26				8	111	att		164	240	dmg%		124	160							weap							staf	wand	orb			0	0	0
Soldier's	1	1	1	54		38				8	111	att		244	320	dmg%		164	200							weap							staf	wand	orb			0	0	0
Knight's	1	1	1	76		60				7	111	att		324	400	dmg%		204	260					1	dgld	weap							staf	wand	orb			0	0	0
Lord's	1	1	1	94		78				6	111	att		404	480	dmg%		264	320					1	dgld	weap							staf	wand	orb			0	0	0
King's	1	1	1	112		96				5	111	att		484	600	dmg%		324	400					1	dgld	weap							staf	wand	orb			0	0	0
Master's	100	1	1	112		96				5	111	att		604	1000	dmg%		404	600					1	dgld	weap							staf	wand	orb			0	0	0
Grandmaster's	100	1		138		122				4	111	att		1004	1200	dmg%		604	800					1	dgld	weap							staf	wand	orb			0	0	0
Glimmering	1	1	1	2		2				1	112	light		4	4											armo	wand	staf	ring	amul	orb							0	0	0
Glowing	1	1	1	12		8				1	112	light		8	8									1	lyel	armo	wand	staf	ring	amul	orb							0	0	0
Bright	100	1	1	2		2				1	112	light		4	4	att		40	40							jewl												0	0	0
Screaming	100	1	1	20		14				3	113	howl		128	128									1	oran	weap							miss	swor	axe	pole	spea	0	0	0
Howling	1	1	1	32		24				3	113	howl		256	256									1	oran	weap							miss	swor	axe	pole	spea	0	0	0
Wailing	100	1	1	40		26				3	113	howl		512	512									1	oran	weap							miss	swor	axe	pole	spea	0	0	0
Screaming	100	1	1	20		14				4	113	howl		64	64									1	oran	miss												0	0	0
Howling	100	1	1	32		24				4	113	howl		96	96									1	oran	miss												0	0	0
Wailing	100	1		48		36				4	113	howl		128	128									1	oran	miss												0	0	0
Lucky	100	1	1	42						4	114	mag%		4	16											lcha	marb											0	0	0
Lucky	100	1		76						4	114	mag%		20	28											lcha	marb											0	0	0
Lucky	100	1		110						4	114	mag%		32	48											lcha	marb											0	0	0
Lucky	100	1	1	68						4	114	mag%		4	4											mcha												0	0	0
Lucky	100	1		106						4	114	mag%		8	12											mcha												0	0	0
Lucky	100	1		102						4	114	mag%		16	24											mcha												0	0	0
Felicitous	100	1	1	10		6				4	114	mag%		20	40											ring	amul	circ										0	0	0
Fortuitous	1	1		24		16				4	114	mag%		44	60											ring	amul	circ										0	0	0
Emerald	100	1	1	32		24				4	114	mag%		12	28											jewl												0	0	0
Lizard's	100	1	1	2		2				4	115	mana		12	28											lcha	marb											0	0	0
