Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
skmage_fire3	385	skmage_fire1	skmage_fire4	3	BurningDeadMage	skmage_fire3		skeleton	SkeletonMage		SK	1	1												1	2		7	7	2	56	160	270	sk_mage	sk_mage	10	15	15	15				35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage3									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25			100			24	9	0	31	0	0	53	46	0	154	0	0	105	2				23	45	90	5	1155	1643	126	147	171	243	0	0	0	0				1733	2465	135	352	257	365	0	0	0	0				3234	4600	135	634	479	680	0	0	0	0				A1	fire	100	70	120		100	70	170		100	70	170																														Act 2 Cast A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Cast A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
skmage_fire4	386	skmage_fire1	skmage_fire5	4	HorrorMage	skmage_fire4		skeleton	SkeletonMage		SK	1	1												1	3		7	7	2	67	170	281	sk_mage	sk_mage	10	15	15	15				35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage3									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25			50			24	9	0	32	0	0	53	46	0	161	0	0	105	2				26	51	102	5	1136	1643	126	144	168	243	0	0	0	0				1704	2465	135	352	252	365	0	0	0	0				3181	4600	135	634	470	680	0	0	0	0				A1	fire	100	70	120		100	70	170		100	70	170																														Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
skmage_ltng1	387	skmage_ltng1	skmage_ltng2	1	ReturnedMage	skmage_ltng1		skeleton	SkeletonMage		SK	1	1												1	2		6	6	2	33	145	252	sk_mage	sk_mage	10	15	15	15				35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage4									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25				50		24	9	0	0	28	0	53	46	0	0	140	0	105	2				14	27	54	5	1136	1704	126	147	168	252	0	0	0	0				1704	2556	135	352	252	378	0	0	0	0				3181	4771	135	634	470	706	0	0	0	0				A1	ltng	100	40	150		100	40	200		100	40	200																														Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
skmage_ltng2	388	skmage_ltng1	skmage_ltng3	2	BoneMage	skmage_ltng2		skeleton	SkeletonMage		SK	1	1												1	2		6	6	2	40	149	256	sk_mage	sk_mage	10	15	15	15				35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage4									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25				50		24	9	0	0	29	0	53	46	0	0	147	0	105	2				17	33	66	5	1116	1662	126	147	165	246	0	0	0	0				1674	2493	135	352	248	369	0	0	0	0				3125	4654	135	634	462	689	0	0	0	0				A1	ltng	100	40	150		100	40	200		100	40	200																														Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
skmage_ltng3	389	skmage_ltng1	skmage_ltng4	3	BurningDeadMage	skmage_ltng3		skeleton	SkeletonMage		SK	1	1												1	2		7	7	2	56	160	281	sk_mage	sk_mage	10	15	15	15				35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage4									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25			50	50		24	9	0	0	31	0	53	46	0	0	154	0	105	2				23	45	90	5	1155	1643	126	147	171	243	0	0	0	0				1733	2465	135	352	257	365	0	0	0	0				3234	4600	135	634	479	680	0	0	0	0				A1	ltng	100	40	150		100	40	200		100	40	200																														Act 2 Cast A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Cast A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
skmage_ltng4	390	skmage_ltng1	skmage_ltng5	4	HorrorMage	skmage_ltng4		skeleton	SkeletonMage		SK	1	1												1	3		7	7	2	67	175	284	sk_mage	sk_mage	10	15	15	15				35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmage4									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25				50		24	9	0	0	32	0	53	46	0	0	161	0	105	2				26	51	102	5	1136	1643	126	144	168	243	0	0	0	0				1704	2465	135	352	252	365	0	0	0	0				3181	4600	135	634	470	680	0	0	0	0				A1	ltng	100	40	150		100	40	200		100	40	200																														Act 2 Cast B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
hellbovine	391	hellbovine		0	Hell Bovine	hellbovine		bovine	Skeleton		EC	1													6	16		7	7	1	110	210	310	hellbovine	hellbovine	10	15	14	13				99	99	99	5	5	5	95	99	99	33	33	33																						1	1									1			1	1																																	100	75	66	-50	-40	-33	33	15	25	25	25	10	14	9	14	14	35	23	70	46	70	70	70	46	2				42	84	168	5	5200	10000	132	367	700	900	372	356	717	606				8000	16000	120	256	1100	2400	780	534	1076	930				15000	32000	120	461	2200	2600	1040	712	1434	1040																																														Cow	Act 4 Champ B	Act 4 Unique B		Cow (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		Cow (H)	Act 4 (H) Champ B	Act 4 (H) Unique B								0
window1	392	window1		0		window1			Idle		VH	1													1	1		0	0	0	5	5	4	stainedglass	stainedglass	1	15	15	15																																						1												1				1	1	1																																		90	90	90	90	90	36	11	25	25	25	63	63	56	126	126	126	126	126	2				69	138	276		0	2028	126	1287	0	300	0	0	0	0				0	3042	15	47	0	450	0	0	0	0				0	5678	15	86	0	840	0	0	0	0																																																																0
window2	393	window2		0		window2			Idle		VJ	1													1	1		0	0	0	5	5	4	stainedglass	stainedglass	1	15	15	15																																						1												1				1	1	1																																		90	90	90	90	90	36	11	25	25	25	63	63	56	126	126	126	126	126	2				69	138	276		0	2028	126	1287	0	300	0	0	0	0				0	3042	15	47	0	450	0	0	0	0				0	5678	15	86	0	840	0	0	0	0																																																																0
slinger5	394	slinger5	slinger6	0	SpearCat	slinger5		pantherwoman	PantherJavelin		PW	1													1	2		7	14	1	58	160	274	slinger	slinger	10	15	14	13				70	70	70	70	70	70	12	12	12	10	10	10	15	15	15	20	21	25							pantherpotorange									1										1			1	1		1																															100	100	100	-50	-40	-33						0	4	0	21	14	0	0	21	0	105	70	0	0	2				24	48	96	5	951	1662	80	167	141	246	0	0	0	0				1427	2493	143	319	212	369	0	0	0	0				2663	4654	143	576	395	689	0	0	0	0																																														Act 2 Miss A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Miss A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Miss A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
slinger6	395	slinger5		1	NightSlinger	slinger6		pantherwoman	PantherJavelin		PW	1													1	2		7	14	1	67	168	277	slinger	slinger	10	15	14	13				70	70	70	75	75	75	11	11	11	15	15	15	14	14	14	20	22	26							pantherpotgreen									1										1			1	1		1																															100	100	100	-50	-40	-33						0	4	0	21	14	0	0	21	0	105	70	0	0	2				26	51	102	5	975	1643	80	167	144	243	0	0	0	0				1463	2465	143	319	216	365	0	0	0	0				2730	4600	143	576	403	680	0	0	0	0																																														Act 2 Miss B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Miss B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Miss B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
fetishblow1	396	fetishblow1	fetishblow2	0	RatMan	fetishblow1		fetish	FetishBlowgun		FC	1	1						fetishblow1		1	1	1	1	1	1		8	8	1	36	143	259	fetishblow	fetishblow	10	15	14	13				20	20	20	30	30	30																			blowgun									1								1		1			1	1									SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33						0	0	0	28	0	0	35	0	0	140	0	0	70	2				20	39	78	5	1338	2250	126	171	198	333	508	0	0	0				2007	3375	165	287	297	500	660	0	0	0				3746	6300	165	518	554	932	880	0	0	0				A1	pois					7	10	10	25	12	25	25	50																													Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fetishblow2	397	fetishblow1	fetishblow3	1	Fetish	fetishblow2		fetish	FetishBlowgun		FC	1	1						fetishblow2		1	1	1	2	1	2		10	10	1	81	178	284	fetishblow	fetishblow	10	15	14	13				20	20	20	30	30	30																			blowgun									1								1		1			1	1							1		SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33						0	0	0	0	28	0	35	0	0	0	140	0	70	2				42	84	168	5	1299	2169	128	171	192	321	504	0	0	0				1949	3254	165	287	288	482	660	0	0	0				3637	6073	165	518	538	899	880	0	0	0				A1	pois					7	10	10	25	12	25	25	50																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
fetishblow3	398	fetishblow1	fetishblow4	2	Flayer	fetishblow3		fetish	FetishBlowgun		FC	1	1						fetishblow3		1	1	2	2	1	2		11	11	1	84	181	288	fetishblow	fetishblow	10	15	14	13				20	20	20	30	30	30																			blowgun									1								1		1			1	1							1		SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33						0	0	0	0	0	98	35	0	0	0	0	196	70	2				44	87	174	5	1338	2169	128	171	198	321	500	0	0	0				2007	3254	165	287	297	482	660	0	0	0				3746	6073	165	518	554	899	880	0	0	0				A1	pois					7	10	10	25	12	25	25	50																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
fetishblow4	399	fetishblow1	fetishblow5	3	SoulKiller	fetishblow4		fetish	FetishBlowgun		FC	1	1						fetishblow4		1	1	2	3	1	2		13	13	1	89	188	295	fetishblow	fetishblow	10	15	14	13				20	20	20	30	30	30																			blowgun									1								1		1			1	1							1		SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33						0	0	0	0	0	0	77	0	0	0	0	0	154	2				47	93	186	5	1319	2169	128	171	195	321	504	0	0	0				1979	3254	165	287	293	482	660	0	0	0				3693	6073	165	518	546	899	880	0	0	0				A1	pois					7	10	10	25	12	25	25	50																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
fetishblow5	400	fetishblow1	fetishblow6	4	StygianDoll	fetishblow5		fetish	FetishBlowgun		FC	1	1						fetishblow5		1	1	3	3	2	2		14	14	1	92	192	299	fetishblow	fetishblow	10	15	14	13				20	20	20	30	30	30																			blowgun									1								1		1			1	1									SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33						0	0	0	28	0	0	35	0	0	140	0	0	70	2				48	96	192	5	1319	2169	128	171	195	321	500	0	0	0				1979	3254	165	287	293	482	660	0	0	0				3693	6073	165	518	546	899	880	0	0	0				A1	pois					7	10	10	25	12	25	25	50																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
mephistospirit	401	mephistospirit		0	Dummy	mephistospirit		undead	Spirit		M6	1													1	1		0	0	0	92	200	306				15	15	15																																						1																1																																	-50	-40	-33	90	90	90	90	90	36	11	25	25	25	63	63	56	126	126	126	126	126	2				0	0	0	5	25694	0	0	1318	10	0	500	0	0	0				38541	0	0	0	15	0	750	0	0	0				71943	0	0	0	28	0	1000	0	0	0																																														Trapped Soul	Trapped Soul	Trapped Soul		Trapped Soul (N)	Trapped Soul (N)	Trapped Soul (N)		Trapped Soul (H)	Trapped Soul (H)	Trapped Soul (H)								0
smith	402	smith		0	The Smith	smith		demon	Smith		5P	1													1	1		10	10	0	40	80	108	smith	smith	11	15	13	12																																						1							1		1			1																																		100	85	66	-50	-40	-33	10		25			-20	7	0	14	0	0	-35	35	0	70	0	0	-70	0				20	39	78	5	6000	6000	126	396	300	400	460	0	0	0				9000	9000	120	725	450	600	876	0	0	0				16800	16800	120	1307	840	1120	1168	0	0	0				A1	fire					15	30	60		30	40	80																														Smith	Smith	Smith		Smith (N)	Smith (N)	Smith (N)		Smith (H)	Smith (H)	Smith (H)								0
trappedsoul1	403	trappedsoul1		0	TrappedSoul	trappedsoul1			TrappedSoul		10	1													1	2		0	0	1	115	208	270	trappedsoul1	trappedsoul1	4	15	15	15																																						1												1				1																														100	100	100								100	36	0	0	0	0	105	63	0	0	0	0	210	126	2				0	0	0	5	1155	1541	3	3	171	228	592	32	111	888				1733	2312	83	96	257	342	1080	48	167	1080				3234	4315	83	173	479	638	1440	64	222	1440																																														Trapped Soul	Trapped Soul	Trapped Soul		Trapped Soul (N)	Trapped Soul (N)	Trapped Soul (N)		Trapped Soul (H)	Trapped Soul (H)	Trapped Soul (H)					1	1	1	0
trappedsoul2	404	trappedsoul2		0	TrappedSoul	trappedsoul2			TrappedSoul		13	1													1	2		0	0	1	115	208	270	trappedsoul2	trappedsoul2	4	15	15	15																																						1												1				1																														100	100	100								100	36	0	0	0	0	105	63	0	0	0	0	210	126	2				0	0	0	5	1155	1541	3	3	171	228	592	32	111	888				1733	2312	83	96	257	342	1080	48	167	1080				3234	4315	83	173	479	638	1440	64	222	1440																																														Trapped Soul	Trapped Soul	Trapped Soul		Trapped Soul (N)	Trapped Soul (N)	Trapped Soul (N)		Trapped Soul (H)	Trapped Soul (H)	Trapped Soul (H)					1	1	1	0
jamella	405	jamella		0	Jamella	jamella		human	Npc		ja	1													1	1		3	3	0	0	0	0	jamella	jamella		15	15	15																																				1		1	1	1	1	1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
izualghost	406	izualghost		0	Izual	izualghost			NpcStationary		17	1													1	1		0	0	0	0	0	0	izualspirit	izualspirit		15	15	15																																				1			1	1											1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
fetish11	407	fetish11		0	RatMan	fetish11		fetish	Fetish		FE	1							fetish3	fetishblow3	1	1	2	7	1	1		8	8	0	40	156	274	fetish	fetish	10	15	15	15				0	0	0	55	55	55	20	20	20	0	0	0	0	0	0																			1	1									1			1	1									SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33						0	0	0	0	0	0	0	0	0	0	0	0	0	2				17	33	66	5	1299	2231	126	200	192	330	500	0	0	0				1949	3347	165	272	288	495	750	0	0	0				3637	6247	165	490	538	924	1000	0	0	0																																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
malachai	408	malachai		0	Malachai	malachai		human	Buffy		36	1													1	1		3	3	0	0	0	0	mednpc	mednpc		15	15	15																																				1		1	1	1	1	1									1																																												0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
hephasto	409	hephasto		0	The Feature Creep	hephasto		demon	Smith		5P	1													1	1		11	11	0	80	120	204	smithdemon	smithdemon	12	15	13	12																																						1							1		1			1																																		100	85	75	-50	-40	-33						-20	14	0	21	7	18	0	70	0	105	35	35	0	0				45	90	180	5	15413	15413	161	888	1000	1200	448	0	0	0				23120	23120	150	1084	1500	1800	660	0	0	0				43156	43156	150	1953	2800	3360	880	0	0	0				A1	fire					25	30	60		50	40	80																														Haphesto	Haphesto	Haphesto		Haphesto (N)	Haphesto (N)	Haphesto (N)		Haphesto (H)	Haphesto (H)	Haphesto (H)								0
Expansion																									0	0		0	0		0	0	0																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																
wakeofdestruction	410	wakeofdestruction		0	Wake of Destruction	wakeofdestruction		construct	AssassinSentry		e9	1													1	1		0	0	0	0	0	0				15	15	15				100	100	100	10	10	10	15	15	15	15	15	15	0	0	0																		1	1													1	1			1						Wake Of Destruction Sentry	S2	1																									-50	-50	-50						0	0	0	0	0	0	0	0	0	0	0	0	0	2		1		0	0	0		2028	2028	150	0	300	300	0	0	0	0				3042	3042	150	0	450	450	0	0	0	0				5678	5678	150	0	840	840	0	0	0	0							5	10																																																								0
chargeboltsentry	411	chargeboltsentry		0	Charged Bolt Sentry	chargeboltsentry		construct	AssassinSentry		lg	1													1	1		0	0	0	0	0	0	lightningsentry	lightningsentry		15	15	15				100	100	100	10	10	10	15	15	15	25	25	25	0	0	0																		1	1													1	1			1					2	BoltSentry	seq_chargesentry	1	Shock Field	S1	0																						-50	-50	-50						0	0	0	0	0	0	0	0	0	0	0	0	0	2		1		0	0	0		2028	2028	150	0	300	300	0	0	0	0				3042	3042	150	0	450	450	0	0	0	0				5678	5678	150	0	840	840	0	0	0	0																																																																0
lightningsentry	412	lightningsentry		0	Lightning Sentry	lightningsentry		construct	AssassinSentry		lg	1													1	1		0	0	0	0	0	0	lightningsentry	lightningsentry		15	15	15				100	100	100	10	10	10	15	15	15	25	25	25	0	0	0																		1	1													1	1			1						sentry lightning	seq_chargesentry	1																									-50	-50	-50						0	0	0	0	0	0	0	0	0	0	0	0	0	2		1		0	0	0		2028	2028	150	0	300	300	0	0	0	0				3042	3042	150	0	450	450	0	0	0	0				5678	5678	150	0	840	840	0	0	0	0																																																																0
bladecreeper	413	bladecreeper		0	Blade Creeper	bladecreeper		construct	BladeCreeper		b8	1													1	1		14	14	0	0	0	0	bladecreeper	bladecreeper		15	15	15																																				1	1													1	1			1						Blade Sentinel	A1	1																																	0	0	0	0	0	0	0	0	0	0	0	0	0	2		1		0	0	0		2028	2028	150	0	300	300	0	0	0	0				3042	3042	150	0	450	450	0	0	0	0				5678	5678	150	0	840	840	0	0	0	0																																																																0
invisopet	414	invisopet		0	Invis Pet	invisopet			InvisoPet		k9	1													1	1		0	0	0	0	0	0				15	15	15				16	16	16	15	15	15	0	0	0	0	0	0	0	0	0																		1	1					1												1																																	-50	-50	-50						0	0	0	0	0	0	0	0	0	0	0	0	0	2		1		0	0	0		0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0																																																																0
infernosentry	415	infernosentry		0	Inferno Sentry	infernosentry		construct	AssassinSentry		e9	1													1	1		0	0	0	0	0	0				15	15	15				100	100	100	10	10	10	15	15	15	13	13	13	0	0	0																		1	1													1	1			1					2	mon inferno sentry	seq_infernosentry	1	Wake of Fire Sentry	S1	0																						-50	-50	-50						0	0	0	0	0	0	0	0	0	0	0	0	0	2		1		0	0	0		2028	2028	150	0	300	300	0	0	0	0				3042	3042	150	0	450	450	0	0	0	0				5678	5678	150	0	840	840	0	0	0	0																																																																0
deathsentry	416	deathsentry		0	Death Sentry	deathsentry		construct	DeathSentry		lg	1													1	1		0	0	0	0	0	0	lightningsentry	lightningsentry		15	15	15				30	30	30	0	0	0	50	50	50	16	16	16	0	0	0																		1	1													1	1			1						mon death sentry	seq_chargesentry	1	death sentry ltng	seq_chargesentry	1																						-50	-50	-50						0	0	0	0	0	0	0	0	0	0	0	0	0	2		1		0	0	0		2028	2028	150	0	300	300	0	0	0	0				3042	3042	150	0	450	450	0	0	0	0				5678	5678	150	0	840	840	0	0	0	0																																																																0
shadowwarrior	417	shadowwarrior		0	Shadow Warrior	shadowwarrior			ShadowWarrior		k9	1													1	1		0	0	0	0	0	0	shadow	shadow	11	15	15	15				40	40	40	30	30	30	60	60	60	1	1	1										268	5	64									1	1	1			1	1					1			1	1			1						Fists of Fire	seq_swtigerfist	1	Blade Fury	seq_swbladefury	1	Blades of Ice	seq_swtigerfist	1	Dragon Claw	seq_swtigerfist	1	Dragon Flight	seq_swdragonflight	1	Claws of Thunder	seq_swtigerfist	1	Attack	A2	1							-50	-50	-50	40					0	11	0	0	0	0	0	56	0	0	0	0	0	3		1		75	150	300		7625	7625	294	0	1128	1128	652	0	0	978				11438	11438	294	0	1692	1692	1458	0	0	1458				21350	21350	294	0	3158	3158	2584	0	0	2584																																																													1			0
shadowmaster	418	shadowmaster		0	Shadow Master	shadowmaster			ShadowMaster		k9	1													1	1		0	0	0	0	0	0	shadow	shadow	11	15	15	15				20	10	10	20	36	36	60	60	60													279											1	1	1			1	1					1			1	1			1						Fists of Fire	seq_swtigerfist	1	Blade Fury	seq_swbladefury	1	Blades of Ice	seq_swtigerfist	1	Dragon Claw	seq_swtigerfist	1	Dragon Flight	seq_swdragonflight	1	Claws of Thunder	seq_swtigerfist	1	Attack	A2	1							-50	-50	-50	40					0	11	0	0	0	0	0	56	0	0	0	0	0	2		1		75	150	300		7625	7625	294	0	1128	1128	652	0	0	978				11438	11438	294	0	1692	1692	1458	0	0	1458				21350	21350	294	0	3158	3158	2584	0	0	2584																																																													1			0
druidhawk	419	druidhawk		0	Druid Hawk	druidhawk			Raven		hk	1													1	1		14	28	0	0	0	0	raven	raven		15	15	15				10	10	10	6	6	6	5	5	5	75	75	75	35	35	35																		1	1					1				1	1			1	1			1						Raven	NU	0																									-50	-50	-50						0	0	0	0	0	0	0	0	0	0	0	0	0	2	Raven	1		0	0	0	5	405	648	38	0	60	96	0	0	0	0				608	972	38	0	90	144	0	0	0	0				1134	1814	38	0	168	269	0	0	0	0																																																																0
spiritwolf	420	spiritwolf	fenris	0	Druid Spirit Wolf	spiritwolf			DruidWolf		wf	1													1	1		7	14	0	0	0	0	wolf	wolf	10	15	15	15				22	22	22	20	20	20	14	14	14	20	20	20	26	26	26																		1	1	1				1					1			1	1			1						Teleport 2	S1	1																						100	100	100	-50	-50	-50						0	0	0	0	0	0	0	0	0	0	0	0	0	4	Summon Spirit Wolf	1		0	0	0	5	1217	1662	101	0	180	246	200	0	0	0				1826	2493	101	0	270	369	300	0	0	0				3408	4654	101	0	504	689	400	0	0	0																																																																0
fenris	421	spiritwolf		1	Druid Fenris	fenris			DruidWolf		wf	1													1	1		7	14	0	0	0	0	wolf	wolf	10	15	15	15				22	22	22	20	20	20	25	25	25	24	24	24	30	30	30																		1	1	1				1					1			1	1			1						fenris rage	A1	1	Teleport 2	S1	1																			100	100	100	-50	-50	-50						0	0	0	0	0	0	0	0	0	0	0	0	0	4	Summon Fenris	1		0	0	0	5	1989	2637	174	0	294	390	600	0	0	0				2984	3956	174	0	441	585	900	0	0	0				5569	7384	174	0	823	1092	1200	0	0	0																																																																0
spiritofbarbs	422	spiritofbarbs	heartofwolverine	0	Spirit of Barbs	spiritofbarbs			Totem		x4	1													1	1		8	8	0	0	0	0	druidspirit	druidspirit	8	15	15	15				20	20	20	30	30	30	30	30	30	20	20	20	0	0	0																		1	1					1				1				1	1			1																																	-50	-50	-50	100	25	25	25	25	40	0	7	7	7	18	70	0	35	35	35	35	140	3		1		0	0	0		4056	4583	294	0	600	678	0	0	0	0				6084	6875	294	0	900	1017	0	0	0	0				11357	12832	294	0	1680	1898	0	0	0	0																																																																0
